record_id,branch,domain,category,system_name,designation,variant,role_purpose,status,source_status,verification_status,verification_sources,status_as_of,commissioned_or_inducted_date,retired_or_decommissioned_date,quantity,quantity_min,quantity_max,quantity_raw,quantity_values,specifications,dimensions,make_manufacturer,country_of_origin,operators,notes,source_key,source_url,source_table,source_row,retrieved_at,raw_record
eq_966bf1ef8740c097dfcd,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Igla-1,Not documented,Not documented,Man-portable SAM,in_service,In service,not_independently_verified,[],2026-09-15,1991,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""5 km (3.1 mi)"", ""Speed"": ""Mach 1.7-1.8"", ""Warhead"": ""High-explosive Pre-fragmented 1.17 kg""}",Not documented,NPO Mashinostroyeniya,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,21,2026-09-15T03:49:19Z,"{""Alitude"": ""3.5 km (2.2 mi)"", ""Designer"": ""NPO Mashinostroyeniya"", ""Family"": ""9K38 Igla"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""1991"", ""Name"": ""Igla-1"", ""Range"": ""5 km (3.1 mi)"", ""Ref."": """", ""Speed"": ""Mach 1.7-1.8"", ""Status"": ""In service"", ""Type"": ""Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 1.17 kg""}"
eq_64690949e85f3507100b,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Igla,Not documented,Not documented,Man-portable SAM,in_service,In service,not_independently_verified,[],2026-09-15,2003,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""5.2 km (3.2 mi)"", ""Speed"": ""Mach 1.7-1.8"", ""Warhead"": ""High-explosive Pre-fragmented 1.17 kg""}",Not documented,NPO Mashinostroyeniya,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,22,2026-09-15T03:49:19Z,"{""Alitude"": ""3.5 km (2.2 mi)"", ""Designer"": ""NPO Mashinostroyeniya"", ""Family"": ""9K38 Igla"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""2003"", ""Name"": ""Igla"", ""Range"": ""5.2 km (3.2 mi)"", ""Ref."": """", ""Speed"": ""Mach 1.7-1.8"", ""Status"": ""In service"", ""Type"": ""Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 1.17 kg""}"
eq_9a3d76cc29726b50abe3,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,Igla-S,Not documented,Not documented,Man-portable SAM,in_service,In service,not_independently_verified,[],2026-09-15,2012,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""6 km (3.7 mi)"", ""Speed"": ""Mach 1.7-1.8"", ""Warhead"": ""High-explosive Pre-fragmented 2.5 kg""}",Not documented,NPO Mashinostroyeniya,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,23,2026-09-15T03:49:19Z,"{""Alitude"": ""3.5 km (2.2 mi)"", ""Designer"": ""NPO Mashinostroyeniya"", ""Family"": ""9K38 Igla"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""2012"", ""Name"": ""Igla-S"", ""Range"": ""6 km (3.7 mi)"", ""Ref."": """", ""Speed"": ""Mach 1.7-1.8"", ""Status"": ""In service"", ""Type"": ""Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 2.5 kg""}"
eq_583b2440faf8eb2eebf4,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9K34 Strela-3,Not documented,Not documented,Man-portable SAM,in_service,In service,not_independently_verified,[],2026-09-15,1985,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""4.5 km (2.8 mi)"", ""Speed"": ""Mach 1.5"", ""Warhead"": ""High-explosive Pre-fragmented 1.15 kg""}",Not documented,KBM,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,24,2026-09-15T03:49:19Z,"{""Alitude"": ""3 km (1.9 mi)"", ""Designer"": ""KBM"", ""Family"": ""9K34 Strela-3"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""1985"", ""Name"": ""9K34 Strela-3"", ""Range"": ""4.5 km (2.8 mi)"", ""Ref."": """", ""Speed"": ""Mach 1.5"", ""Status"": ""In service"", ""Type"": ""Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 1.15 kg""}"
eq_ec029fab2c037f497458,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,9K32 Strela-2,Not documented,Not documented,Man-portable SAM,in_service,In service,not_independently_verified,[],2026-09-15,1996,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""4.3 km (2.7 mi)"", ""Speed"": ""Mach 1.5"", ""Warhead"": ""High-explosive Pre-fragmented 1.15 kg""}",Not documented,KBM,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,25,2026-09-15T03:49:19Z,"{""Alitude"": ""2.3 km (1.4 mi)"", ""Designer"": ""KBM"", ""Family"": ""9K32 Strela-2"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""1996"", ""Name"": ""9K32 Strela-2"", ""Range"": ""4.3 km (2.7 mi)"", ""Ref."": """", ""Speed"": ""Mach 1.5"", ""Status"": ""In service"", ""Type"": ""Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 1.15 kg""}"
eq_f994cb8c2f778fa004ef,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,FIM-92 Stinger,Not documented,Not documented,Man-portable SAM,in_service,In service,not_independently_verified,[],2026-09-15,2020,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""8 km (5.0 mi)"", ""Speed"": ""Mach 2.2"", ""Warhead"": ""High-explosive Pre-fragmented 3 kg""}",Not documented,Raytheon,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,26,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""Raytheon"", ""Family"": ""FIM-92 Stinger"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""2020"", ""Name"": ""FIM-92 Stinger"", ""Range"": ""8 km (5.0 mi)"", ""Ref."": """", ""Speed"": ""Mach 2.2"", ""Status"": ""In service"", ""Type"": ""Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 3 kg""}"
eq_cf5f3b9fafba5e161050,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,MR-SAM,Not documented,Not documented,Medium range SAM,under_development,In development,official_claim_available,"[""https://drdo.gov.in/drdo/en/offerings/products/mrsam""]",2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Range"": ""150 km (93 mi)"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,27,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""DRDO"", ""Family"": ""Kusha"", ""Guidance"": """", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""MR-SAM"", ""Range"": ""150 km (93 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In development"", ""Type"": ""Medium range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_fc5331c55f595f1de777,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,ER-SAM,Not documented,Not documented,Long range SAM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Range"": ""250 km (160 mi)"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,28,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""DRDO"", ""Family"": ""Kusha"", ""Guidance"": """", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""ER-SAM"", ""Range"": ""250 km (160 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In development"", ""Type"": ""Long range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_48f3c1cd13122e507a35,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,XR-SAM,Not documented,Not documented,Extended range SAM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Range"": ""350 km (220 mi)"", ""Warhead"": ""High-explosive Pre-fragmented""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,29,2026-09-15T03:49:19Z,"{""Alitude"": """", ""Designer"": ""DRDO"", ""Family"": ""Kusha"", ""Guidance"": """", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""XR-SAM"", ""Range"": ""350 km (220 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In development"", ""Type"": ""Extended range SAM"", ""Warhead"": ""High-explosive Pre-fragmented""}"
eq_9f1c1453ca500051efd5,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-air,VSHORAD,Not documented,Not documented,Short range/ Man-portable SAM,under_development,In development,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],"{""Guidance"": ""Infrared homing"", ""Range"": ""6 km (3.7 mi)"", ""Speed"": ""Mach 1.5"", ""Warhead"": ""High-explosive Pre-fragmented 2 kg""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,5,30,2026-09-15T03:49:19Z,"{""Alitude"": ""3.5 km (2.2 mi)"", ""Designer"": ""DRDO"", ""Family"": ""VSHORAD"", ""Guidance"": ""Infrared homing"", ""Image"": """", ""Intr."": ""TBD"", ""Name"": ""VSHORAD"", ""Range"": ""6 km (3.7 mi)"", ""Ref."": """", ""Speed"": ""Mach 1.5"", ""Status"": ""In development"", ""Type"": ""Short range/ Man-portable SAM"", ""Warhead"": ""High-explosive Pre-fragmented 2 kg""}"
eq_7814a3627321d9dc5383,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Prithvi-I,Not documented,Not documented,Surface-to-surface TBM,in_service,In service,not_independently_verified,[],2026-09-15,1994,Not documented,,,,Not documented,[],"{""Guidance"": ""Inertial navigation system"", ""Range"": ""150 km (93 mi)"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,1,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Prithvi"", ""Guidance"": ""Inertial navigation system"", ""Image"": """", ""Intr."": ""1994"", ""Name"": ""Prithvi-I"", ""Range"": ""150 km (93 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In service"", ""Type"": ""Surface-to-surface TBM"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}"
eq_cc17b9ce096f0e7c4ef2,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Prithvi-II,Not documented,Not documented,Surface-to-surface SRBM,in_service,In service,not_independently_verified,[],2026-09-15,2003,Not documented,,,,Not documented,[],"{""Guidance"": ""Inertial navigation system"", ""Range"": ""350 km (220 mi)"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,2,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Prithvi"", ""Guidance"": ""Inertial navigation system"", ""Image"": """", ""Intr."": ""2003"", ""Name"": ""Prithvi-II"", ""Range"": ""350 km (220 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In service"", ""Type"": ""Surface-to-surface SRBM"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}"
eq_27fb0c1e6f90c83d8f58,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Prithvi-III,Not documented,Not documented,Surface-to-surface SRBM,in_service,In service,not_independently_verified,[],2026-09-15,2004,Not documented,,,,Not documented,[],"{""Guidance"": ""Inertial navigation system"", ""Range"": ""600 km (370 mi)"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,3,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Prithvi"", ""Guidance"": ""Inertial navigation system"", ""Image"": """", ""Intr."": ""2004"", ""Name"": ""Prithvi-III"", ""Range"": ""600 km (370 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In service"", ""Type"": ""Surface-to-surface SRBM"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}"
eq_ba82f301f680542bf426,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Dhanush,Not documented,Not documented,Surface-to-surface ASBM,in_service,In service,not_independently_verified,[],2026-09-15,2018,Not documented,,,,Not documented,[],"{""Guidance"": ""Inertial navigation system"", ""Range"": ""750 km (470 mi)"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,4,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Prithvi"", ""Guidance"": ""Inertial navigation system"", ""Image"": """", ""Intr."": ""2018"", ""Name"": ""Dhanush"", ""Range"": ""750 km (470 mi)"", ""Ref."": """", ""Speed"": """", ""Status"": ""In service"", ""Type"": ""Surface-to-surface ASBM"", ""Warhead"": ""Conventional or Nuclear Fragmentation Thermobaric""}"
eq_b45fe0036aeab1a3e306,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Agni-I,Not documented,Not documented,Surface-to-surface MRBM,in_service,In service,not_independently_verified,[],2026-09-15,2002,Not documented,,,,Not documented,[],"{""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Range"": ""1,200 km (750 mi)"", ""Speed"": ""Mach 24"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,5,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Agni"", ""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Image"": """", ""Intr."": ""2002"", ""Name"": ""Agni-I"", ""Range"": ""1,200 km (750 mi)"", ""Ref."": """", ""Speed"": ""Mach 24"", ""Status"": ""In service"", ""Type"": ""Surface-to-surface MRBM"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}"
eq_741dc164836ad6c09e63,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Agni-P,Not documented,Not documented,Surface-to-surface MRBM,under_development,In development,not_independently_verified,[],2026-09-15,2021,Not documented,,,,Not documented,[],"{""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Range"": ""2,000 km (1,200 mi)"", ""Speed"": ""Mach 24"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,6,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Agni"", ""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Image"": """", ""Intr."": ""2021"", ""Name"": ""Agni-P"", ""Range"": ""2,000 km (1,200 mi)"", ""Ref."": """", ""Speed"": ""Mach 24"", ""Status"": ""In development"", ""Type"": ""Surface-to-surface MRBM"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}"
eq_6e895bc990af1929ad63,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Agni-II,Not documented,Not documented,Surface-to-surface MRBM,in_service,In service,not_independently_verified,[],2026-09-15,2010,Not documented,,,,Not documented,[],"{""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Range"": ""3,500 km (2,200 mi)"", ""Speed"": ""Mach 24"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,7,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Agni"", ""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Image"": """", ""Intr."": ""2010"", ""Name"": ""Agni-II"", ""Range"": ""3,500 km (2,200 mi)"", ""Ref."": """", ""Speed"": ""Mach 24"", ""Status"": ""In service"", ""Type"": ""Surface-to-surface MRBM"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}"
eq_f8e374a37c050e0097d7,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Agni-III,Not documented,Not documented,Surface-to-surface IRBM,in_service,In service,not_independently_verified,[],2026-09-15,2011,Not documented,,,,Not documented,[],"{""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Range"": ""5,000 km (3,100 mi)"", ""Speed"": ""Mach 24"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,8,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Agni"", ""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Image"": """", ""Intr."": ""2011"", ""Name"": ""Agni-III"", ""Range"": ""5,000 km (3,100 mi)"", ""Ref."": """", ""Speed"": ""Mach 24"", ""Status"": ""In service"", ""Type"": ""Surface-to-surface IRBM"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}"
eq_421405afd7d484610361,Indian Army · Indian Navy · Indian Air Force,joint missile systems,Surface-to-surface,Agni-IV,Not documented,Not documented,Surface-to-surface IRBM,in_service,In service,not_independently_verified,[],2026-09-15,2014,Not documented,,,,Not documented,[],"{""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Range"": ""4,000 km (2,500 mi)"", ""Speed"": ""Mach 24"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}",Not documented,DRDO,Not documented,Not documented,Not documented,indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,6,9,2026-09-15T03:49:19Z,"{""Designer"": ""DRDO"", ""Family"": ""Agni"", ""Guidance"": ""Ring laser gyro INS infrared homing active radar homing"", ""Image"": """", ""Intr."": ""2014"", ""Name"": ""Agni-IV"", ""Range"": ""4,000 km (2,500 mi)"", ""Ref."": """", ""Speed"": ""Mach 24"", ""Status"": ""In service"", ""Type"": ""Surface-to-surface IRBM"", ""Warhead"": ""Conventional or Nuclear High explosive Cluster munition Incendiary Thermobaric""}"
